event_id,match_id,match_label,match_date_utc,shot_type,match_period,event_seconds,minute_decimal,x,y,end_x,end_y,is_goal,is_accurate,tag_ids
88700188,1694423,"Portugal - Austria, 0 - 0",2016-06-18 19:00:00,Shot,2H,2497.167388,41.619,90,37,0,0,0,0,403|201|1215|1802
88700255,1694423,"Portugal - Austria, 0 - 0",2016-06-18 19:00:00,Shot,2H,2773.017989,46.217,77,82,0,0,0,0,401|2101|1802
88949679,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Free kick shot,1H,1341.391998,22.357,77,16,100,100,0,0,402|1101|2101|1802
88949776,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Free kick shot,1H,1690.10689,28.168,70,37,100,100,0,1,402|1101|1206|1801
88949900,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Free kick shot,1H,2074.793037,34.58,71,73,100,100,0,0,402|1101|1216|1802
88950109,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Shot,2H,245.3784609999998,4.09,92,57,100,100,1,1,101|402|201|1205|1801
88950197,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Shot,2H,750.59618,12.51,72,59,100,100,0,0,401|201|1210|1802
88950246,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Shot,2H,992.2171640000001,16.537,94,49,100,100,1,1,101|403|201|1206|1801
88950341,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Shot,2H,1621.3991839999999,27.023,90,49,100,100,0,0,403|201|1210|1802
88950383,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Shot,2H,1840.9828879999995,30.683,87,38,100,100,0,0,402|201|1214|1802
88950546,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Shot,2H,2420.177315,40.336,70,59,100,100,0,0,401|201|1210|1802
88950580,1694424,"Hungary - Portugal, 3 - 3",2016-06-22 16:00:00,Free kick shot,2H,2652.815804,44.214,68,43,100,100,0,0,402|1101|1216|1802
89211704,1694428,"Croatia - Portugal, 0 - 1 (E)",2016-06-25 19:00:00,Shot,E2,669.5848119999991,11.16,92,61,100,100,0,1,1901|402|201|1204|1801
89751979,1694434,"Poland - Portugal, 1 - 1 (P)",2016-06-30 19:00:00,Shot,1H,520.733747,8.679,77,73,100,100,0,0,401|2101|1802
89752004,1694434,"Poland - Portugal, 1 - 1 (P)",2016-06-30 19:00:00,Shot,1H,596.3445650000001,9.939,89,58,100,100,0,0,402|2101|1802
89752091,1694434,"Poland - Portugal, 1 - 1 (P)",2016-06-30 19:00:00,Free kick shot,1H,949.6258989999999,15.827,69,51,100,100,0,0,402|1101|2101|1802
89752284,1694434,"Poland - Portugal, 1 - 1 (P)",2016-06-30 19:00:00,Shot,1H,1681.146796,28.019,79,62,100,100,0,1,402|201|1201|1801
89753588,1694434,"Poland - Portugal, 1 - 1 (P)",2016-06-30 19:00:00,Shot,2H,626.3245160000001,10.439,97,29,100,100,0,0,1901|401|201|1211|1802
90602570,1694434,"Poland - Portugal, 1 - 1 (P)",2016-06-30 19:00:00,Penalty,P,44.157178999999815,0.736,89,50,71,54,1,1,101|402|1205|1801
90313327,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Shot,1H,2490.078153,41.501,74,27,0,0,0,0,401|2101|1802
90313374,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Shot,1H,2633.733039,43.896,96,57,0,0,0,0,403|201|1216|1802
90603220,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Shot,2H,280.1017219999999,4.668,93,59,0,0,1,1,101|403|201|1209|1801
90603234,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Shot,2H,474.6637219999998,7.911,80,71,0,0,0,0,301|402|2101|201|1802
90603307,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Free kick shot,2H,1044.6478619999998,17.411,72,76,0,0,0,0,402|1101|1216|1802
90603376,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Shot,2H,1929.3858039999996,32.156,83,74,0,0,0,0,402|2101|1802
90603423,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Shot,2H,2417.008248,40.283,96,69,0,0,0,0,402|201|1210|1802
90603467,1694438,"Portugal - Wales, 2 - 0",2016-07-06 19:00:00,Free kick shot,2H,2827.042913,47.117,74,60,0,0,0,0,402|1101|2101|1802
189337978,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,1H,31.052085000000005,0.518,91,27,0,0,0,0,402|2101|201|1802
189338889,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,1H,548.744061,9.146,96,48,0,0,0,1,402|201|1201|1801
189338567,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,1H,1680.492397,28.008,86,66,0,0,0,1,1901|402|201|1202|1801
189338722,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,1H,2194.885414,36.581,88,48,0,0,0,0,403|201|1214|1802
189338796,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,1H,2622.598304,43.71,90,27,0,0,0,0,1901|402|2101|201|1802
189338871,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,1H,2806.388624,46.773,93,55,0,0,0,0,402|201|1210|1802
189338999,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,2H,251.02895200000012,4.184,87,70,0,0,0,0,402|201|1210|1802
189339014,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,2H,309.74299800000017,5.162,90,61,0,0,0,0,402|201|1216|1802
189339377,2565596,"Real Madrid - Real Betis, 0 - 1",2017-09-20 20:00:00,Shot,2H,1673.6322360000004,27.894,86,48,0,0,0,0,1901|401|201|1214|1802
189992101,2565598,"Deportivo Alav\u00e9s - Real Madrid, 1 - 2",2017-09-23 14:15:00,Free kick shot,1H,861.327861,14.355,89,20,100,100,0,0,402|1101|2101|201|1802
189992367,2565598,"Deportivo Alav\u00e9s - Real Madrid, 1 - 2",2017-09-23 14:15:00,Shot,1H,1751.050993,29.184,94,62,100,100,0,0,402|201|1215|1802
189992696,2565598,"Deportivo Alav\u00e9s - Real Madrid, 1 - 2",2017-09-23 14:15:00,Shot,2H,73.36729500000001,1.223,89,31,100,100,0,0,402|201|1212|1802
189992821,2565598,"Deportivo Alav\u00e9s - Real Madrid, 1 - 2",2017-09-23 14:15:00,Shot,2H,446.77231200000006,7.446,74,34,100,100,0,0,401|201|1210|1802
189993035,2565598,"Deportivo Alav\u00e9s - Real Madrid, 1 - 2",2017-09-23 14:15:00,Shot,2H,1056.9675479999996,17.616,88,69,100,100,0,0,1901|401|201|1218|1802
189993402,2565598,"Deportivo Alav\u00e9s - Real Madrid, 1 - 2",2017-09-23 14:15:00,Shot,2H,2340.2037979999996,39.003,81,24,100,100,0,1,401|201|1202|1801
192672119,2565609,"Real Madrid - Espanyol, 2 - 0",2017-10-01 18:45:00,Shot,1H,1833.107465,30.552,90,37,0,0,0,0,1901|401|201|1214|1802
192672146,2565609,"Real Madrid - Espanyol, 2 - 0",2017-10-01 18:45:00,Shot,1H,1977.032164,32.951,93,62,0,0,0,1,402|201|1202|1801
192672236,2565609,"Real Madrid - Espanyol, 2 - 0",2017-10-01 18:45:00,Shot,1H,2417.704978,40.295,90,58,0,0,0,0,403|1216|1802
192672249,2565609,"Real Madrid - Espanyol, 2 - 0",2017-10-01 18:45:00,Shot,1H,2533.814528,42.23,91,42,0,0,0,0,403|201|1212|1802
196263082,2565619,"Getafe - Real Madrid, 1 - 2",2017-10-14 14:15:00,Shot,1H,602.247794,10.037,87,48,100,100,0,1,402|201|1205|1801
196263483,2565619,"Getafe - Real Madrid, 1 - 2",2017-10-14 14:15:00,Shot,1H,1884.856222,31.414,83,75,100,100,0,1,402|201|1201|1801
196264112,2565619,"Getafe - Real Madrid, 1 - 2",2017-10-14 14:15:00,Free kick shot,2H,1245.7946259999999,20.763,78,50,100,100,0,0,402|1101|201|1216|1802
196264207,2565619,"Getafe - Real Madrid, 1 - 2",2017-10-14 14:15:00,Shot,2H,1635.701239,27.262,97,43,100,100,0,0,401|201|1211|1802
196264397,2565619,"Getafe - Real Madrid, 1 - 2",2017-10-14 14:15:00,Shot,2H,2379.460637,39.658,91,60,100,100,1,1,101|402|201|1205|1801
198902045,2565633,"Real Madrid - Eibar, 3 - 0",2017-10-22 18:45:00,Shot,1H,1007.6760429999999,16.795,80,53,0,0,0,0,402|2101|1802
198902945,2565633,"Real Madrid - Eibar, 3 - 0",2017-10-22 18:45:00,Free kick shot,2H,397.808,6.63,76,61,0,0,0,0,402|1101|1216|1802
198903260,2565633,"Real Madrid - Eibar, 3 - 0",2017-10-22 18:45:00,Shot,2H,1241.5140680000004,20.692,91,62,0,0,0,1,402|201|1201|1801
198903404,2565633,"Real Madrid - Eibar, 3 - 0",2017-10-22 18:45:00,Shot,2H,1996.3068830000002,33.272,97,66,0,0,0,0,402|201|1210|1802
198903513,2565633,"Real Madrid - Eibar, 3 - 0",2017-10-22 18:45:00,Shot,2H,2567.3208940000004,42.789,91,69,0,0,0,1,402|201|1206|1801
201109895,2565644,"Girona - Real Madrid, 2 - 1",2017-10-29 15:15:00,Shot,1H,673.937012,11.232,81,33,100,100,0,1,402|201|1201|1801
201110081,2565644,"Girona - Real Madrid, 2 - 1",2017-10-29 15:15:00,Shot,1H,1325.802,22.097,85,48,100,100,0,0,401|2101|201|1802
201110087,2565644,"Girona - Real Madrid, 2 - 1",2017-10-29 15:15:00,Shot,1H,1356.380425,22.606,92,49,100,100,0,0,403|201|1215|1802
201110140,2565644,"Girona - Real Madrid, 2 - 1",2017-10-29 15:15:00,Shot,1H,1541.614446,25.694,89,56,100,100,0,1,1901|401|201|1203|1801
201110911,2565644,"Girona - Real Madrid, 2 - 1",2017-10-29 15:15:00,Shot,2H,1549.6564070000004,25.828,90,53,100,100,0,1,403|201|1203|1801
201111047,2565644,"Girona - Real Madrid, 2 - 1",2017-10-29 15:15:00,Shot,2H,1940.6873560000004,32.345,90,56,100,100,0,0,402|1213|1802
201111070,2565644,"Girona - Real Madrid, 2 - 1",2017-10-29 15:15:00,Shot,2H,2053.1979090000004,34.22,92,58,100,100,0,0,403|2101|201|1802
203305068,2565657,"Real Madrid - Las Palmas, 3 - 0",2017-11-05 19:45:00,Shot,1H,992.4598470000001,16.541,91,34,0,0,0,0,401|201|1215|1802
203305157,2565657,"Real Madrid - Las Palmas, 3 - 0",2017-11-05 19:45:00,Free kick shot,1H,1441.780548,24.03,73,31,0,0,0,0,402|1101|2101|1802
203305240,2565657,"Real Madrid - Las Palmas, 3 - 0",2017-11-05 19:45:00,Shot,1H,1622.151554,27.036,81,64,0,0,0,0,401|201|1218|1802
203305350,2565657,"Real Madrid - Las Palmas, 3 - 0",2017-11-05 19:45:00,Free kick shot,1H,2000.089156,33.335,74,29,0,0,0,0,402|1101|2101|1802
203305386,2565657,"Real Madrid - Las Palmas, 3 - 0",2017-11-05 19:45:00,Shot,1H,2089.995007,34.833,93,43,0,0,0,1,403|201|1201|1801
203306141,2565657,"Real Madrid - Las Palmas, 3 - 0",2017-11-05 19:45:00,Shot,2H,1448.401844,24.14,83,36,0,0,0,0,402|201|1216|1802
203306235,2565657,"Real Madrid - Las Palmas, 3 - 0",2017-11-05 19:45:00,Shot,2H,1910.3840449999998,31.84,90,34,0,0,0,0,401|201|1215|1802
206837187,2565664,"Atl\u00e9tico Madrid - Real Madrid, 0 - 0",2017-11-18 19:45:00,Free kick shot,1H,2091.46335,34.858,74,33,100,100,0,1,402|1101|201|1202|1801
206837494,2565664,"Atl\u00e9tico Madrid - Real Madrid, 0 - 0",2017-11-18 19:45:00,Shot,2H,148.6586510000002,2.478,84,63,100,100,0,0,402|2101|1802
206837980,2565664,"Atl\u00e9tico Madrid - Real Madrid, 0 - 0",2017-11-18 19:45:00,Shot,2H,1790.5466690000003,29.842,83,49,100,100,0,0,402|201|1212|1802
206838047,2565664,"Atl\u00e9tico Madrid - Real Madrid, 0 - 0",2017-11-18 19:45:00,Free kick shot,2H,2151.941315,35.866,89,11,100,100,0,1,402|1101|201|1203|1801
206838054,2565664,"Atl\u00e9tico Madrid - Real Madrid, 0 - 0",2017-11-18 19:45:00,Shot,2H,2226.5580099999997,37.109,91,67,100,100,0,0,402|2101|1802
206838189,2565664,"Atl\u00e9tico Madrid - Real Madrid, 0 - 0",2017-11-18 19:45:00,Shot,2H,2600.275557,43.338,88,66,100,100,0,0,402|2101|1802
209068866,2565673,"Real Madrid - M\u00e1laga, 3 - 2",2017-11-25 15:15:00,Shot,1H,365.415295,6.09,71,63,0,0,0,0,402|201|1212|1802
209068918,2565673,"Real Madrid - M\u00e1laga, 3 - 2",2017-11-25 15:15:00,Shot,1H,533.468693,8.891,96,65,0,0,0,0,403|201|1223|1802
209069381,2565673,"Real Madrid - M\u00e1laga, 3 - 2",2017-11-25 15:15:00,Shot,1H,2217.200624,36.953,85,50,0,0,0,1,401|201|1204|1801
209069428,2565673,"Real Madrid - M\u00e1laga, 3 - 2",2017-11-25 15:15:00,Shot,1H,2582.199156,43.037,89,55,0,0,0,1,403|201|1209|1801
209069937,2565673,"Real Madrid - M\u00e1laga, 3 - 2",2017-11-25 15:15:00,Shot,2H,1121.4888110000002,18.691,89,59,0,0,0,0,403|1215|1802
209070199,2565673,"Real Madrid - M\u00e1laga, 3 - 2",2017-11-25 15:15:00,Penalty,2H,1821.2314589999996,30.354,90,50,84,54,0,0,402|1201|1802
209070203,2565673,"Real Madrid - M\u00e1laga, 3 - 2",2017-11-25 15:15:00,Shot,2H,1823.2877120000003,30.388,95,46,0,0,1,1,101|401|201|1203|1801
211071596,2565687,"Athletic Club - Real Madrid, 0 - 0",2017-12-02 19:45:00,Free kick shot,1H,829.7644069999999,13.829,89,18,100,100,0,0,402|1101|201|1216|1802
211071646,2565687,"Athletic Club - Real Madrid, 0 - 0",2017-12-02 19:45:00,Shot,1H,968.6740890000001,16.145,83,30,100,100,0,1,1901|402|201|1203|1801
211072012,2565687,"Athletic Club - Real Madrid, 0 - 0",2017-12-02 19:45:00,Shot,1H,2154.725493,35.912,93,63,100,100,0,0,401|201|1210|1802
211072704,2565687,"Athletic Club - Real Madrid, 0 - 0",2017-12-02 19:45:00,Shot,2H,1565.0916880000004,26.085,84,68,100,100,0,0,401|201|1210|1802
211072951,2565687,"Athletic Club - Real Madrid, 0 - 0",2017-12-02 19:45:00,Shot,2H,2359.8423439999997,39.331,88,43,100,100,0,1,403|201|1207|1801
211072959,2565687,"Athletic Club - Real Madrid, 0 - 0",2017-12-02 19:45:00,Shot,2H,2403.5766169999997,40.06,86,57,100,100,0,0,403|201|1211|1802
213090639,2565695,"Real Madrid - Sevilla, 5 - 0",2017-12-09 15:15:00,Shot,1H,601.489762,10.025,87,67,0,0,0,0,401|201|1210|1802
213089211,2565695,"Real Madrid - Sevilla, 5 - 0",2017-12-09 15:15:00,Shot,1H,1331.988046,22.2,88,62,0,0,1,1,101|402|201|1202|1801
213089375,2565695,"Real Madrid - Sevilla, 5 - 0",2017-12-09 15:15:00,Penalty,1H,1841.339141,30.689,90,50,91,34,1,1,101|402|1202|1801
213089427,2565695,"Real Madrid - Sevilla, 5 - 0",2017-12-09 15:15:00,Shot,1H,2062.26828,34.371,94,44,0,0,0,1,402|201|1203|1801
213089445,2565695,"Real Madrid - Sevilla, 5 - 0",2017-12-09 15:15:00,Shot,1H,2105.964189,35.099,93,44,0,0,0,0,401|201|1210|1802
216986636,2565711,"Real Madrid - Barcelona, 0 - 3",2017-12-23 12:00:00,Shot,1H,1233.866832,20.564,91,37,0,0,0,0,1901|402|2101|1802
216986866,2565711,"Real Madrid - Barcelona, 0 - 3",2017-12-23 12:00:00,Shot,1H,1859.2965370000002,30.988,94,27,0,0,0,1,401|201|1202|1801
216986878,2565711,"Real Madrid - Barcelona, 0 - 3",2017-12-23 12:00:00,Shot,1H,1893.058396,31.551,92,48,0,0,0,0,403|201|1215|1802
216987097,2565711,"Real Madrid - Barcelona, 0 - 3",2017-12-23 12:00:00,Shot,2H,74.97046499999988,1.25,80,19,0,0,0,0,402|201|1212|1802
219419747,2565723,"Celta de Vigo - Real Madrid, 2 - 2",2018-01-07 19:45:00,Shot,1H,186.37600099999997,3.106,87,62,100,100,0,1,402|201|1201|1801
219420863,2565723,"Celta de Vigo - Real Madrid, 2 - 2",2018-01-07 19:45:00,Shot,2H,491.49799600000006,8.192,85,49,100,100,0,0,402|201|1216|1802
219421122,2565723,"Celta de Vigo - Real Madrid, 2 - 2",2018-01-07 19:45:00,Shot,2H,1151.0748210000002,19.185,89,56,100,100,0,1,403|201|1202|1801
219421475,2565723,"Celta de Vigo - Real Madrid, 2 - 2",2018-01-07 19:45:00,Shot,2H,2099.0919750000003,34.985,89,72,100,100,0,1,1901|402|201|1201|1801
219421549,2565723,"Celta de Vigo - Real Madrid, 2 - 2",2018-01-07 19:45:00,Shot,2H,2306.762062,38.446,90,28,100,100,0,0,401|201|1215|1802
220608511,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,1H,438.54397500000005,7.309,86,24,0,0,0,0,402|2101|1802
220608797,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Free kick shot,1H,1321.247551,22.021,75,33,0,0,0,1,402|1101|201|1207|1801
220608914,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,1H,1746.44403,29.107,94,63,0,0,0,0,402|201|1212|1802
220608945,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,1H,1810.698302,30.178,91,67,0,0,0,0,402|201|1216|1802
220609082,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,1H,2219.359318,36.989,88,56,0,0,0,0,402|2101|201|1802
220609237,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,1H,2694.418008,44.907,95,49,0,0,0,1,401|201|1201|1801
220609495,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,2H,557.8289540000001,9.297,89,28,0,0,0,0,1901|402|2101|1802
220609553,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,2H,662.2065769999999,11.037,92,74,0,0,0,1,402|201|1202|1801
220609750,2565733,"Real Madrid - Villarreal, 0 - 1",2018-01-13 15:15:00,Shot,2H,1225.0378950000004,20.417,79,37,0,0,0,1,402|201|1201|1801
222583879,2565738,"Real Madrid - Deportivo La Coru\u00f1a, 7 - 1",2018-01-21 15:15:00,Shot,1H,227.85488400000003,3.798,90,40,0,0,0,0,403|201|1214|1802
222584337,2565738,"Real Madrid - Deportivo La Coru\u00f1a, 7 - 1",2018-01-21 15:15:00,Shot,1H,1651.045362,27.517,95,55,0,0,0,1,403|201|1207|1801
222584404,2565738,"Real Madrid - Deportivo La Coru\u00f1a, 7 - 1",2018-01-21 15:15:00,Shot,1H,1834.0439580000002,30.567,74,23,0,0,0,0,402|2101|1802
222585056,2565738,"Real Madrid - Deportivo La Coru\u00f1a, 7 - 1",2018-01-21 15:15:00,Shot,2H,1158.941954,19.316,87,40,0,0,0,0,402|201|1216|1802
222585178,2565738,"Real Madrid - Deportivo La Coru\u00f1a, 7 - 1",2018-01-21 15:15:00,Shot,2H,1590.3391279999996,26.506,93,58,0,0,0,0,401|201|1213|1802
222585313,2565738,"Real Madrid - Deportivo La Coru\u00f1a, 7 - 1",2018-01-21 15:15:00,Shot,2H,1964.3063709999997,32.738,97,45,0,0,1,1,101|401|201|1208|1801
222585412,2565738,"Real Madrid - Deportivo La Coru\u00f1a, 7 - 1",2018-01-21 15:15:00,Shot,2H,2293.603443,38.227,92,51,0,0,1,1,101|403|201|1202|1801
224004017,2565749,"Valencia - Real Madrid, 1 - 4",2018-01-27 15:15:00,Penalty,1H,938.412235,15.64,90,50,92,61,1,1,101|402|1202|1801
224004252,2565749,"Valencia - Real Madrid, 1 - 4",2018-01-27 15:15:00,Shot,1H,1482.895518,24.715,89,26,100,100,0,0,1901|402|2101|201|1802
224004302,2565749,"Valencia - Real Madrid, 1 - 4",2018-01-27 15:15:00,Shot,1H,1618.26494,26.971,95,32,100,100,0,1,402|201|1205|1801
224004520,2565749,"Valencia - Real Madrid, 1 - 4",2018-01-27 15:15:00,Penalty,1H,2252.072276,37.535,90,50,94,43,1,1,101|402|1205|1801
224005169,2565749,"Valencia - Real Madrid, 1 - 4",2018-01-27 15:15:00,Shot,2H,1360.2439329999997,22.671,92,51,100,100,0,1,402|201|1201|1801
224005404,2565749,"Valencia - Real Madrid, 1 - 4",2018-01-27 15:15:00,Free kick shot,2H,2039.261211,33.988,72,33,100,100,0,0,402|1101|201|1216|1802
224005434,2565749,"Valencia - Real Madrid, 1 - 4",2018-01-27 15:15:00,Shot,2H,2178.9546520000004,36.316,89,56,100,100,0,0,402|2101|201|1802
225807441,2565766,"Levante - Real Madrid, 2 - 2",2018-02-03 19:45:00,Shot,1H,841.487705,14.025,89,27,100,100,0,0,401|201|1215|1802
225807527,2565766,"Levante - Real Madrid, 2 - 2",2018-02-03 19:45:00,Shot,1H,1077.961921,17.966,96,33,100,100,0,0,401|201|1216|1802
225807639,2565766,"Levante - Real Madrid, 2 - 2",2018-02-03 19:45:00,Free kick shot,1H,1490.618337,24.844,75,34,100,100,0,0,402|1101|2101|1802
225807788,2565766,"Levante - Real Madrid, 2 - 2",2018-02-03 19:45:00,Shot,1H,1885.636082,31.427,96,53,100,100,0,1,402|201|1202|1801
225808174,2565766,"Levante - Real Madrid, 2 - 2",2018-02-03 19:45:00,Free kick shot,2H,354.454921,5.908,74,34,100,100,0,0,402|1101|2101|1802
225808242,2565766,"Levante - Real Madrid, 2 - 2",2018-02-03 19:45:00,Shot,2H,632.140558,10.536,89,64,100,100,0,0,402|2101|201|1802
225808354,2565766,"Levante - Real Madrid, 2 - 2",2018-02-03 19:45:00,Shot,2H,1104.049434,18.401,79,31,100,100,0,1,402|201|1205|1801
227294518,2565772,"Real Madrid - Real Sociedad, 5 - 2",2018-02-10 19:45:00,Shot,1H,491.190122,8.187,98,35,0,0,0,0,401|1215|1802
227294827,2565772,"Real Madrid - Real Sociedad, 5 - 2",2018-02-10 19:45:00,Shot,1H,1325.686084,22.095,86,63,0,0,0,0,401|2101|1802
227294926,2565772,"Real Madrid - Real Sociedad, 5 - 2",2018-02-10 19:45:00,Shot,1H,1605.877465,26.765,91,48,0,0,1,1,101|402|201|1201|1801
227295002,2565772,"Real Madrid - Real Sociedad, 5 - 2",2018-02-10 19:45:00,Shot,1H,1937.591982,32.293,92,50,0,0,0,0,402|201|1218|1802
227295067,2565772,"Real Madrid - Real Sociedad, 5 - 2",2018-02-10 19:45:00,Shot,1H,2192.937774,36.549,89,58,0,0,1,1,101|403|201|1206|1801
227295973,2565772,"Real Madrid - Real Sociedad, 5 - 2",2018-02-10 19:45:00,Shot,2H,2091.8155399999996,34.864,96,41,0,0,1,1,101|401|201|1201|1801
227296136,2565772,"Real Madrid - Real Sociedad, 5 - 2",2018-02-10 19:45:00,Shot,2H,2649.103161,44.152,95,46,0,0,0,0,403|201|1210|1802
229135639,2565780,"Real Betis - Real Madrid, 3 - 5",2018-02-18 19:45:00,Shot,1H,632.304274,10.538,86,65,100,100,0,1,402|201|1203|1801
229136080,2565780,"Real Betis - Real Madrid, 3 - 5",2018-02-18 19:45:00,Shot,1H,2133.046566,35.551,90,61,100,100,0,1,403|201|1203|1801
229136172,2565780,"Real Betis - Real Madrid, 3 - 5",2018-02-18 19:45:00,Shot,1H,2446.00945,40.767,90,34,100,100,0,1,401|201|1203|1801
229136508,2565780,"Real Betis - Real Madrid, 3 - 5",2018-02-18 19:45:00,Shot,2H,546.5323330000001,9.109,86,56,100,100,0,0,402|2101|1802
229136767,2565780,"Real Betis - Real Madrid, 3 - 5",2018-02-18 19:45:00,Shot,2H,1192.6238990000002,19.877,90,32,100,100,1,1,101|402|201|1203|1801
230377794,2565796,"Real Madrid - Deportivo Alav\u00e9s, 4 - 0",2018-02-24 15:15:00,Shot,1H,536.21977,8.937,89,46,0,0,0,0,402|2101|201|1802
230377922,2565796,"Real Madrid - Deportivo Alav\u00e9s, 4 - 0",2018-02-24 15:15:00,Shot,1H,937.028417,15.617,87,33,0,0,0,1,1901|402|201|1201|1801
230378159,2565796,"Real Madrid - Deportivo Alav\u00e9s, 4 - 0",2018-02-24 15:15:00,Shot,1H,1629.534466,27.159,89,46,0,0,0,0,403|2101|201|1802
